male,age,education,unemployed,ideology,left2012,left2016,eco_issue,imm_issue,iv_immigration,iv_economy,right2012,right2016
1,21,9,1,10,NA,NA,0,0,1,1,NA,NA
1,NA,13,0,5,0,0,0,0,1,1,1,1
0,58,9,0,5,NA,NA,0,0,0.75,1,NA,NA
1,61,13,0,7,0,0,1,0,0.5,0.5,1,1
0,31,10,0,9,NA,1,0,0,0.5,1,NA,0
0,21,10,0,5,NA,1,0,0,0.5,0.5,NA,0
1,35,9,0,9,0,NA,0,0,0.75,0.5,1,NA
1,30,10,0,7,NA,0,0,0,0.5,0.5,NA,1
0,NA,14,0,8,1,1,0,0,0.5,1,0,0
1,52,13,0,10,NA,NA,0,0,0,1,NA,NA
1,88,14,0,10,0,0,0,0,1,0.5,1,1
1,60,8,0,4,NA,NA,0,0,1,1,NA,NA
0,64,13,0,8,NA,1,0,0,0.25,1,NA,0
1,63,10,0,9,NA,0,0,0,1,1,NA,1
0,29,13,0,5,NA,NA,1,0,0.75,1,NA,NA
1,66,13,0,5,0,NA,0,0,0.5,0.5,1,NA
1,83,8,0,8,1,1,1,0,0.5,1,0,0
1,49,10,0,10,0,0,1,0,1,0.5,1,1
1,65,12,0,9,0,0,0,0,1,1,1,1
0,37,13,0,0,1,1,0,0,0.5,1,0,0
1,30,9,1,4,NA,NA,0,0,0.5,1,NA,NA
1,64,14,0,5,1,NA,0,0,1,1,0,NA
0,57,9,0,5,NA,NA,0,0,0,1,NA,NA
0,33,13,0,6,0,0,0,0,0.5,1,1,1
0,72,14,0,8,1,0,0,0,1,0.5,0,1
0,71,10,0,7,0,0,0,0,1,1,1,1
1,37,9,0,5,NA,NA,0,1,0.5,1,NA,NA
1,30,13,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,21,10,0,5,NA,1,1,0,0.75,1,NA,0
1,45,9,0,8,1,0,0,0,1,1,0,1
0,40,10,0,5,1,NA,0,0,0.5,1,0,NA
0,49,10,0,10,1,1,1,0,0.5,1,0,0
1,57,13,0,5,1,0,0,0,1,1,0,1
0,25,13,0,0,NA,1,0,0,0,0.5,NA,0
0,35,13,0,5,0,0,0,0,0.5,1,1,1
1,33,9,0,10,NA,1,0,0,0.25,1,NA,0
0,41,13,0,5,1,1,0,0,0.5,1,0,0
0,67,14,0,5,1,1,0,0,0.25,0.5,0,0
1,27,13,0,NA,0,NA,0,0,0.5,0,1,NA
0,47,12,0,9,1,1,0,0,0.5,1,0,0
0,23,10,0,4,NA,NA,0,0,0.5,1,NA,NA
1,18,8,0,NA,NA,NA,0,0,0,1,NA,NA
1,35,9,0,9,0,0,0,0,0.75,1,1,1
0,53,13,0,8,1,1,0,0,0,0.5,0,0
0,62,9,0,10,NA,1,0,0,0.5,1,NA,0
1,25,11,0,5,NA,0,0,0,0,0,NA,1
0,72,14,0,5,1,1,0,0,0.5,0.5,0,0
1,22,9,0,9,NA,0,0,0,0.75,0,NA,1
1,33,10,0,5,0,NA,0,0,0.5,1,1,NA
0,49,14,0,6,1,1,0,0,0.5,1,0,0
0,18,9,0,7,NA,1,0,0,0.5,0,NA,0
0,21,10,1,NA,NA,NA,0,0,0.75,1,NA,NA
1,46,10,0,5,NA,NA,0,0,1,1,NA,NA
1,55,8,0,7,0,0,0,0,0.5,0.5,1,1
1,50,13,0,5,1,1,1,0,0.5,1,0,0
1,64,13,0,7,0,NA,1,0,1,0.5,1,NA
0,41,10,0,4,NA,1,1,0,0.25,1,NA,0
1,31,15,0,6,0,1,0,0,0.75,0.5,1,0
0,82,14,0,7,0,NA,1,0,1,1,1,NA
1,58,10,0,8,0,0,0,0,1,0.5,1,1
0,68,14,0,5,1,1,1,0,0.75,1,0,0
1,60,13,0,5,1,0,1,0,1,1,0,1
1,47,14,0,6,1,1,0,0,0.75,1,0,0
1,64,13,0,10,0,0,1,0,1,1,1,1
0,74,15,0,9,0,0,0,0,1,0.5,1,1
1,71,9,0,8,0,0,1,0,1,0.5,1,1
1,54,10,1,7,0,0,0,0,1,0.5,1,1
1,39,13,0,8,0,0,1,0,1,0.5,1,1
1,68,9,0,5,1,NA,0,0,0.75,1,0,NA
1,20,10,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,51,7,0,7,NA,NA,0,1,1,1,NA,NA
0,31,13,0,6,NA,NA,0,0,0.5,0.5,NA,NA
0,43,13,0,8,0,0,0,0,1,1,1,1
0,36,11,0,NA,1,NA,1,0,0.5,0,0,NA
0,58,10,1,5,1,NA,0,0,0.5,1,0,NA
0,82,13,0,5,1,1,0,0,0.5,0.5,0,0
0,62,10,0,5,1,NA,0,0,0.75,0.5,0,NA
1,53,15,0,1,1,1,0,0,0,1,0,0
1,56,9,0,7,1,0,0,0,1,1,0,1
0,54,13,0,2,1,NA,0,0,0.5,1,0,NA
0,72,9,0,9,0,0,0,0,1,0.5,1,1
0,54,9,0,8,NA,0,0,1,0.75,0.5,NA,1
1,59,10,1,8,NA,NA,0,0,1,1,NA,NA
0,58,8,0,5,NA,NA,0,0,1,1,NA,NA
1,74,NA,0,9,0,0,1,0,0.5,1,1,1
0,49,12,0,5,NA,NA,0,0,0.5,1,NA,NA
1,25,13,0,2,1,NA,0,0,0.25,0.5,0,NA
1,68,14,0,9,0,0,0,0,1,1,1,1
1,42,10,0,6,0,0,0,0,0.5,1,1,1
0,84,9,0,6,0,0,1,0,1,1,1,1
0,35,10,0,8,NA,NA,0,0,0.75,0.5,NA,NA
1,19,10,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,38,9,0,5,1,NA,0,0,0.5,1,0,NA
1,46,10,0,8,0,NA,0,0,0.75,0.5,1,NA
0,52,NA,0,4,NA,NA,0,0,0.5,1,NA,NA
0,62,9,0,5,NA,NA,0,0,0.75,1,NA,NA
1,52,14,0,6,0,0,0,0,0.5,0,1,1
0,48,14,0,2,1,1,1,0,0,0.5,0,0
1,26,9,0,8,1,NA,0,0,0.75,0.5,0,NA
0,65,15,0,5,NA,0,0,0,0.75,1,NA,1
0,55,9,0,10,1,0,0,0,0.5,1,0,1
0,46,12,0,7,0,NA,0,0,1,0.5,1,NA
1,54,14,0,2,1,1,0,0,0,0.5,0,0
0,49,10,0,5,1,1,1,0,0.5,1,0,0
1,31,9,1,3,NA,NA,0,0,0.75,1,NA,NA
1,67,16,0,2,1,1,1,0,0.5,1,0,0
1,55,13,0,9,0,0,1,0,0.5,0,1,1
1,18,7,0,7,NA,NA,0,1,0.75,0.5,NA,NA
1,54,9,1,6,1,0,0,0,1,1,0,1
0,56,9,0,8,0,0,0,0,0.5,0.5,1,1
1,78,16,0,7,0,0,0,0,0.5,1,1,1
1,42,13,0,8,0,0,0,0,0.5,1,1,1
0,21,10,0,10,NA,0,0,0,0.75,0.5,NA,1
0,78,4,0,6,0,0,0,0,0.75,1,1,1
1,NA,13,0,2,1,1,0,0,0.5,0.5,0,0
0,83,9,0,4,0,0,0,0,0.75,1,1,1
0,57,16,0,3,1,1,0,0,0.5,0.5,0,0
1,66,13,0,10,0,0,0,0,1,0.5,1,1
1,42,14,0,7,0,NA,1,0,0,0.5,1,NA
0,56,13,0,5,NA,1,0,0,0.5,0.5,NA,0
1,29,13,0,8,0,0,0,0,0.75,0,1,1
1,77,13,0,2,0,0,1,0,1,0.5,1,1
1,51,11,0,10,0,0,0,0,0.5,0.5,1,1
1,36,15,0,3,1,1,1,0,0.25,0.5,0,0
1,35,10,0,9,0,0,0,0,0.75,1,1,1
1,60,9,0,5,NA,NA,0,0,1,0,NA,NA
0,28,14,0,3,NA,1,0,0,0.5,0.5,NA,0
0,29,13,0,2,1,1,1,0,0.25,1,0,0
0,48,10,0,10,NA,0,0,0,1,1,NA,1
1,81,12,0,8,0,0,0,0,1,1,1,1
0,77,9,0,5,NA,0,0,0,0.75,0.5,NA,1
0,47,14,0,3,1,1,0,0,0,0,0,0
0,30,15,0,3,1,1,0,0,0.5,1,0,0
0,37,16,0,4,1,1,0,0,0.75,0.5,0,0
1,31,13,0,4,NA,NA,0,0,0.5,1,NA,NA
1,51,9,0,3,1,1,0,0,0.5,1,0,0
0,19,10,0,5,NA,NA,0,0,0.5,1,NA,NA
1,32,13,0,6,NA,0,0,0,0.75,0,NA,1
0,32,10,0,0,NA,1,0,0,0,0.5,NA,0
1,45,9,0,5,0,NA,1,0,0.5,0.5,1,NA
0,48,11,0,5,1,1,0,0,1,1,0,0
0,56,10,0,6,1,NA,0,1,1,1,0,NA
0,40,9,0,4,NA,NA,0,0,1,1,NA,NA
0,35,9,0,5,NA,NA,0,0,0.25,1,NA,NA
1,51,14,0,6,1,NA,0,0,0.75,0.5,0,NA
0,43,10,0,5,0,0,0,0,0.75,1,1,1
1,78,10,0,10,0,0,0,0,1,1,1,1
1,64,16,0,2,1,1,1,0,0.25,0.5,0,0
0,90,10,0,8,1,1,0,0,0.25,0.5,0,0
1,34,14,0,9,0,1,0,0,1,0,1,0
0,46,10,0,6,1,1,0,0,1,1,0,0
1,24,10,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,68,10,0,5,0,1,0,0,0.5,1,1,0
1,59,13,0,9,0,0,1,0,0,1,1,1
1,53,13,0,5,0,0,0,0,0.5,0.5,1,1
1,83,9,0,9,0,0,0,0,1,0.5,1,1
1,51,13,0,9,0,NA,0,0,0.5,0.5,1,NA
0,68,13,0,8,0,0,0,0,1,1,1,1
0,75,11,0,8,0,0,0,0,1,0.5,1,1
0,65,14,0,0,1,NA,0,0,0,1,0,NA
0,34,10,0,6,NA,NA,0,0,1,1,NA,NA
0,27,13,0,5,1,NA,0,0,0.75,0.5,0,NA
0,51,9,0,8,0,0,0,0,0.75,1,1,1
0,19,9,0,5,NA,NA,0,0,0.75,0.5,NA,NA
1,51,10,0,3,1,1,0,0,0.75,1,0,0
0,46,13,0,5,NA,0,0,0,0.5,0.5,NA,1
0,32,10,0,8,0,0,0,0,1,1,1,1
0,NA,10,0,9,1,1,0,0,1,0.5,0,0
1,70,10,0,10,0,0,0,0,0.75,1,1,1
1,68,11,0,5,1,1,0,0,1,1,0,0
0,36,13,0,5,NA,0,0,0,0.5,1,NA,1
1,39,13,0,0,1,1,1,0,0.5,1,0,0
0,44,14,0,4,1,1,0,0,0.5,0.5,0,0
1,26,13,0,4,1,NA,1,0,0.5,0.5,0,NA
0,62,9,0,6,0,0,0,0,1,1,1,1
0,57,9,0,3,1,NA,0,0,0.5,1,0,NA
0,73,9,0,3,NA,NA,0,0,1,1,NA,NA
0,32,10,0,5,NA,0,0,0,1,1,NA,1
0,84,10,0,8,1,NA,0,0,0,1,0,NA
1,NA,12,0,5,1,NA,0,0,0.5,NA,0,NA
1,25,13,0,4,NA,1,0,0,0.5,0.5,NA,0
0,72,14,0,8,NA,0,0,0,1,1,NA,1
1,48,14,0,5,NA,NA,0,0,0.5,1,NA,NA
1,61,10,0,6,NA,NA,0,0,0.75,1,NA,NA
1,28,13,0,10,1,1,0,0,0.5,1,0,0
1,55,10,0,5,NA,NA,0,0,1,1,NA,NA
1,54,10,0,1,1,1,0,0,0.5,1,0,0
0,28,11,0,7,NA,NA,0,0,1,0.5,NA,NA
1,37,14,0,2,1,1,0,0,0.5,0.5,0,0
1,53,NA,0,7,0,NA,0,0,1,NA,1,NA
0,67,NA,0,9,0,0,0,0,0.75,1,1,1
1,60,11,0,5,1,NA,0,0,0.5,1,0,NA
0,37,11,0,7,0,NA,0,0,1,1,1,NA
1,51,11,0,5,1,NA,0,0,0.5,0.5,0,NA
0,51,10,0,7,NA,NA,0,1,1,1,NA,NA
0,75,10,0,5,1,1,0,0,0.25,1,0,0
1,21,12,0,3,NA,1,0,0,0.5,0.5,NA,0
1,47,13,0,5,NA,NA,0,0,1,0.5,NA,NA
0,63,9,0,5,NA,1,0,1,1,1,NA,0
1,78,9,0,9,0,0,1,0,0.75,1,1,1
0,23,13,0,0,NA,1,0,0,0.5,1,NA,0
0,52,14,1,5,0,0,1,0,1,0.5,1,1
1,26,12,0,5,NA,NA,0,0,0.25,1,NA,NA
0,65,10,0,10,1,1,0,0,0.5,1,0,0
1,NA,10,0,6,0,0,0,0,0.25,0.5,1,1
1,64,13,0,1,1,1,0,0,0,0.5,0,0
0,41,10,0,7,0,0,0,1,1,0.5,1,1
1,59,10,0,5,1,1,0,0,0.25,0.5,0,0
0,61,9,0,9,0,0,0,0,1,1,1,1
1,25,9,0,5,NA,NA,0,0,0.5,1,NA,NA
1,41,9,0,0,1,1,0,0,0.5,1,0,0
0,62,9,0,1,1,1,0,0,0.25,1,0,0
1,19,9,0,0,NA,1,0,0,0,1,NA,0
0,25,13,0,10,0,0,0,0,0.75,0,1,1
1,72,10,0,5,1,1,0,0,0.5,0.5,0,0
0,67,13,0,5,0,1,0,0,0.5,1,1,0
1,44,14,0,10,0,0,1,0,1,0,1,1
0,57,12,0,5,0,NA,0,0,0.75,0.5,1,NA
1,32,10,0,7,0,0,0,1,1,1,1,1
1,42,11,0,5,0,NA,1,0,0.5,1,1,NA
0,74,13,0,8,1,1,0,1,0.5,1,0,0
0,37,10,0,1,NA,NA,1,0,0.5,0.5,NA,NA
0,64,10,0,5,1,NA,0,0,1,1,0,NA
0,39,13,0,5,1,1,1,0,0.5,0.5,0,0
0,29,15,0,4,1,1,0,0,0.5,0.5,0,0
1,86,10,0,9,0,0,1,0,0.5,0.5,1,1
1,67,7,0,6,NA,NA,0,0,1,1,NA,NA
0,19,10,1,NA,NA,1,0,0,1,0.5,NA,0
0,74,9,0,5,1,NA,0,0,0.75,1,0,NA
1,64,13,0,8,0,0,0,0,1,0.5,1,1
1,55,13,0,9,0,0,0,0,1,0.5,1,1
0,NA,14,0,5,1,1,1,0,0.25,0.5,0,0
0,73,10,0,5,1,1,0,0,0.5,1,0,0
0,41,9,0,7,0,NA,1,0,0.75,0.5,1,NA
1,74,15,0,4,1,NA,0,0,0.25,0.5,0,NA
0,33,13,0,5,1,1,1,0,0.5,0,0,0
0,66,9,0,5,1,1,0,0,1,0.5,0,0
1,53,10,0,6,1,NA,1,0,0.5,1,0,NA
0,22,10,0,5,1,NA,0,0,1,0,0,NA
0,34,13,0,8,0,0,0,0,0.75,1,1,1
0,38,10,0,5,NA,NA,0,0,1,0.5,NA,NA
1,46,13,0,6,1,1,0,0,1,0.5,0,0
1,72,10,0,5,1,1,0,0,0.75,1,0,0
0,64,12,0,6,1,0,0,0,0.75,1,0,1
1,21,10,0,4,NA,1,0,0,0.5,1,NA,0
0,72,10,0,10,0,0,0,0,1,1,1,1
0,52,10,0,5,1,1,1,0,0.5,0.5,0,0
1,27,13,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,68,10,0,8,0,0,0,0,0.75,1,1,1
1,32,9,0,5,NA,NA,1,0,0.75,1,NA,NA
1,56,11,0,3,1,1,0,0,0.25,1,0,0
1,66,13,0,6,1,0,1,0,0.75,1,0,1
1,72,NA,0,1,1,1,0,0,0.25,0.5,0,0
1,24,9,0,6,NA,NA,0,0,0.25,0,NA,NA
1,27,11,0,10,NA,NA,0,0,0,0,NA,NA
1,80,5,0,10,0,0,0,0,1,0.5,1,1
1,46,11,0,8,0,NA,1,0,0.75,0.5,1,NA
1,68,13,0,8,0,0,0,1,0.5,0.5,1,1
1,42,10,0,7,NA,NA,0,0,0.5,1,NA,NA
0,69,10,0,2,1,1,0,0,0.25,0.5,0,0
0,59,14,0,1,NA,1,0,0,0.5,0.5,NA,0
0,31,11,0,8,NA,0,1,0,0.75,0.5,NA,1
1,33,14,0,2,1,1,0,0,0.5,1,0,0
0,59,9,0,7,0,0,0,0,1,0.5,1,1
0,66,13,0,5,0,NA,0,0,1,1,1,NA
0,NA,13,0,1,1,1,1,0,0,1,0,0
0,50,9,0,7,NA,0,0,0,0.75,1,NA,1
1,19,10,0,5,NA,NA,1,0,0.75,0.5,NA,NA
1,79,10,0,10,0,0,0,0,0.5,0.5,1,1
1,65,14,0,NA,0,0,0,0,0.25,0.5,1,1
0,39,10,0,6,1,1,0,0,0,1,0,0
1,54,16,0,9,0,0,0,0,0.75,0.5,1,1
1,60,15,0,6,0,0,1,0,0.5,0.5,1,1
1,NA,13,0,5,0,1,0,0,0.5,0,1,0
1,34,15,0,1,1,1,0,0,0.5,0.5,0,0
0,33,10,0,4,1,NA,0,0,0.5,0,0,NA
0,60,9,0,8,0,0,0,0,1,1,1,1
1,62,13,0,5,1,1,1,0,0.5,1,0,0
1,28,14,0,8,0,0,0,0,1,0.5,1,1
1,52,14,0,5,0,0,0,0,1,1,1,1
1,73,14,0,1,1,1,0,0,0.5,1,0,0
0,90,9,0,8,NA,1,0,0,0.75,1,NA,0
0,59,10,0,5,1,1,0,0,0.75,1,0,0
1,68,8,0,6,0,0,1,0,0.5,1,1,1
0,90,10,0,10,1,1,0,0,0.5,0.5,0,0
1,30,9,0,8,1,1,1,0,0,1,0,0
1,49,10,0,5,1,1,1,0,0,1,0,0
1,75,12,0,10,1,1,0,0,0.25,1,0,0
0,73,10,0,8,0,0,1,0,1,1,1,1
1,34,15,0,5,1,NA,0,0,0.25,0.5,0,NA
0,41,14,0,0,1,1,1,0,0.5,0.5,0,0
1,36,9,0,5,NA,NA,1,0,0.5,1,NA,NA
1,76,10,0,5,NA,NA,0,0,0.5,1,NA,NA
1,29,13,0,6,0,NA,0,0,0.25,0,1,NA
1,20,10,0,2,1,1,0,0,0,0.5,0,0
0,NA,16,0,5,1,1,0,0,0.5,1,0,0
0,71,10,0,5,NA,NA,0,0,0.25,1,NA,NA
1,49,10,0,7,0,0,1,0,0.5,0.5,1,1
0,35,14,0,2,1,1,0,0,0.5,0,0,0
0,74,9,0,7,NA,NA,0,0,1,1,NA,NA
0,26,13,0,5,NA,1,0,0,0.25,0.5,NA,0
1,37,13,0,7,0,0,0,0,0.75,0.5,1,1
1,57,12,0,5,1,1,0,0,0.5,1,0,0
0,41,12,0,5,0,0,0,0,1,1,1,1
1,48,8,0,6,NA,NA,0,0,0.75,1,NA,NA
1,67,9,0,5,NA,NA,0,0,1,1,NA,NA
1,63,14,1,7,0,0,1,0,0.5,1,1,1
1,41,13,0,3,1,NA,0,0,0.5,0.5,0,NA
1,31,11,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,41,10,0,5,NA,NA,0,0,1,0,NA,NA
1,55,11,1,NA,0,0,1,0,1,1,1,1
0,26,13,0,1,1,NA,0,0,0.5,0.5,0,NA
0,24,10,0,10,1,NA,0,0,0.5,1,0,NA
1,45,14,0,5,NA,1,1,0,0.5,0,NA,0
1,69,10,0,7,0,0,0,0,1,1,1,1
0,60,11,0,NA,0,0,0,0,0.75,0.5,1,1
0,57,10,0,5,1,0,1,0,1,1,0,1
1,29,12,0,10,NA,0,0,0,1,0,NA,1
0,28,5,0,5,NA,NA,1,0,0.5,1,NA,NA
0,70,13,0,2,1,1,0,0,0.25,1,0,0
1,81,14,0,2,1,1,0,0,1,0.5,0,0
1,60,13,0,4,1,NA,0,0,0.75,1,0,NA
0,50,11,0,8,0,0,1,0,1,1,1,1
1,41,16,0,4,1,1,0,0,0.75,0.5,0,0
0,22,12,0,5,NA,0,0,0,0.75,0.5,NA,1
0,32,14,0,2,1,1,0,0,0.75,1,0,0
0,19,10,0,2,NA,1,0,1,0.75,0.5,NA,0
1,21,9,0,7,1,1,0,0,0.5,1,0,0
0,24,9,0,10,1,1,0,0,1,1,0,0
0,60,9,0,2,1,1,0,0,0.75,1,0,0
0,41,11,0,10,NA,1,1,0,0.5,1,NA,0
0,80,11,0,8,1,1,0,0,0.75,0.5,0,0
0,60,14,0,5,NA,NA,0,0,0.75,0.5,NA,NA
0,28,6,0,1,NA,NA,0,0,0.5,0,NA,NA
1,26,10,0,7,NA,0,0,0,1,0.5,NA,1
0,59,9,0,5,NA,0,1,0,1,0.5,NA,1
1,30,16,1,5,NA,NA,0,0,0.75,1,NA,NA
0,38,13,0,5,1,NA,1,0,0.5,0.5,0,NA
0,47,13,0,3,1,NA,1,0,0.25,1,0,NA
1,63,14,0,10,NA,0,1,0,0.75,0,NA,1
0,45,10,0,5,0,NA,0,0,0.25,0.5,1,NA
1,73,13,0,7,0,0,1,0,0.75,1,1,1
1,32,13,0,1,1,1,0,0,0,0.5,0,0
0,37,9,0,2,NA,NA,0,0,1,1,NA,NA
1,26,10,0,6,0,NA,0,0,0.75,0.5,1,NA
0,73,10,0,8,0,0,0,0,1,1,1,1
0,20,5,0,6,1,NA,0,0,0.5,1,0,NA
0,57,10,0,8,NA,NA,0,0,0.75,0.5,NA,NA
0,22,9,0,5,NA,NA,0,0,0,1,NA,NA
1,27,13,0,6,0,0,0,1,1,0.5,1,1
0,63,12,0,NA,1,NA,0,0,0.5,1,0,NA
0,50,13,0,3,NA,0,0,0,0.75,0.5,NA,1
1,55,14,0,4,NA,1,0,0,0.5,1,NA,0
0,86,9,0,9,0,0,0,1,1,1,1,1
0,60,15,0,2,1,1,0,0,0,0.5,0,0
0,35,12,0,8,1,NA,1,0,0.5,1,0,NA
0,49,10,0,5,0,0,0,0,1,0.5,1,1
1,58,13,1,8,0,0,0,0,1,0.5,1,1
0,62,11,0,8,0,0,0,0,1,1,1,1
1,54,13,0,4,NA,0,0,0,0.5,0.5,NA,1
1,28,13,0,9,NA,0,0,0,1,1,NA,1
0,67,12,0,2,1,1,0,0,0.5,0.5,0,0
0,31,11,0,5,1,0,0,0,0.5,1,0,1
0,70,11,0,5,1,NA,0,0,0.5,0.5,0,NA
0,37,12,0,9,0,0,1,0,0.5,0.5,1,1
0,58,12,0,5,NA,1,0,0,0,0.5,NA,0
1,27,13,0,7,0,NA,0,0,0.75,0,1,NA
0,28,14,0,2,1,1,0,0,0.25,0.5,0,0
0,23,10,0,1,1,NA,0,0,0.25,0.5,0,NA
0,37,14,0,2,1,1,0,0,0.5,1,0,0
0,64,14,0,2,1,1,0,0,0.5,1,0,0
0,77,13,0,6,0,1,0,0,0,1,1,0
1,67,9,0,8,0,0,0,0,1,1,1,1
0,74,13,0,10,0,0,0,0,1,0,1,1
1,33,10,0,10,0,0,1,0,0.75,0.5,1,1
1,31,10,0,5,0,0,0,0,0.75,1,1,1
1,49,9,0,5,0,0,0,0,1,1,1,1
0,64,14,0,3,1,1,0,0,1,1,0,0
1,38,13,0,6,0,1,0,0,0.25,1,1,0
0,53,13,0,8,0,0,1,0,0.75,1,1,1
0,70,13,0,4,1,1,0,0,0.5,1,0,0
0,52,14,0,5,1,NA,0,0,0.5,0.5,0,NA
0,38,10,1,NA,1,NA,0,0,0.5,1,0,NA
0,34,10,0,5,NA,NA,0,0,1,1,NA,NA
0,42,13,0,0,1,NA,0,0,0.5,1,0,NA
0,57,10,0,9,0,0,0,0,1,0.5,1,1
0,39,13,0,6,1,0,0,0,1,1,0,1
1,52,9,0,7,0,NA,0,0,0.5,0.5,1,NA
1,53,9,0,5,NA,1,0,0,0.5,1,NA,0
1,59,12,0,6,1,1,0,0,0.75,1,0,0
1,57,11,0,5,1,0,1,0,0.75,1,0,1
0,27,9,1,0,1,NA,0,0,0,0.5,0,NA
1,NA,13,0,1,1,1,0,0,0.5,1,0,0
0,37,5,0,10,NA,NA,1,0,0.5,1,NA,NA
1,41,13,0,4,1,1,1,0,0.25,0.5,0,0
1,22,13,0,5,NA,NA,0,0,0.75,0,NA,NA
1,60,10,0,6,1,0,0,1,1,1,0,1
1,49,14,0,2,1,1,0,0,0.25,0.5,0,0
0,31,9,0,8,NA,0,0,0,0.5,0.5,NA,1
1,31,13,0,4,1,1,0,0,0.25,0.5,0,0
1,34,13,0,7,0,0,0,0,0,0.5,1,1
1,53,9,0,5,1,0,0,0,1,1,0,1
0,46,10,1,0,NA,NA,0,0,1,1,NA,NA
0,32,10,0,0,NA,1,0,0,0,1,NA,0
0,36,13,0,3,1,1,0,0,0.5,0.5,0,0
1,57,13,0,5,0,0,0,0,0.5,0.5,1,1
1,34,15,0,5,0,NA,0,0,0.5,1,1,NA
0,59,13,0,7,0,NA,0,0,0.5,0.5,1,NA
0,34,9,0,7,NA,0,0,0,1,1,NA,1
1,45,14,0,8,0,0,0,0,0.5,0.5,1,1
0,30,13,0,2,1,1,1,0,0.25,1,0,0
1,67,9,0,4,1,1,0,0,0.5,0.5,0,0
0,NA,NA,0,6,0,0,1,0,1,NA,1,1
1,58,13,0,3,1,1,1,0,0.5,1,0,0
1,54,13,0,10,0,0,0,0,1,1,1,1
0,57,9,0,7,1,NA,0,0,0.5,1,0,NA
0,41,10,0,NA,0,0,1,0,1,0.5,1,1
1,32,13,0,7,0,NA,0,0,0.75,1,1,NA
0,38,14,0,5,1,1,0,0,0.75,0,0,0
1,24,9,0,6,0,NA,1,0,1,1,1,NA
0,64,11,0,5,NA,0,1,0,0.75,0,NA,1
0,47,10,0,8,NA,NA,0,0,0.5,0.5,NA,NA
1,36,9,0,6,1,0,0,0,0.75,0.5,0,1
1,60,10,0,6,0,0,1,0,0.75,1,1,1
1,63,9,0,5,0,0,0,0,1,1,1,1
1,60,11,0,5,1,1,0,0,0.25,1,0,0
1,63,13,0,8,0,0,0,0,0.5,0.5,1,1
1,86,10,0,5,1,1,0,0,0.25,0.5,0,0
0,59,14,0,3,1,1,0,0,0.5,0.5,0,0
0,40,13,0,6,1,NA,0,0,0.5,1,0,NA
0,40,12,0,6,1,1,0,0,0.5,1,0,0
0,NA,9,0,8,NA,NA,0,0,0.75,1,NA,NA
0,42,14,0,5,NA,1,0,0,0.5,1,NA,0
0,30,12,0,7,0,0,1,0,1,0,1,1
0,63,13,0,4,1,1,0,0,0.25,0.5,0,0
1,51,9,0,0,NA,NA,0,0,0.5,1,NA,NA
1,26,10,0,10,1,1,0,0,0.5,0.5,0,0
0,39,10,0,9,0,0,0,0,1,0.5,1,1
0,31,13,0,6,1,NA,0,0,0.5,0.5,0,NA
0,33,6,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,28,13,0,10,0,0,0,0,1,1,1,1
0,76,10,0,10,0,0,1,0,1,1,1,1
1,42,10,0,5,1,0,1,0,1,1,0,1
1,32,13,0,7,NA,0,0,0,1,1,NA,1
0,43,12,0,8,1,0,0,0,0.75,0.5,0,1
1,32,13,0,3,1,1,0,0,0.5,0.5,0,0
1,58,5,0,10,0,0,0,0,0.75,0.5,1,1
0,63,14,0,8,0,NA,0,0,0.75,1,1,NA
0,32,14,0,7,1,NA,1,0,0.5,0.5,0,NA
0,55,5,0,5,NA,NA,1,0,0.5,0.5,NA,NA
1,46,10,0,8,0,0,1,0,0.75,0.5,1,1
1,51,10,0,10,0,0,0,0,1,0.5,1,1
0,85,11,0,9,0,0,1,0,1,0.5,1,1
0,50,9,0,9,NA,NA,1,0,1,1,NA,NA
1,49,13,0,7,0,NA,0,0,0.5,1,1,NA
0,68,14,0,1,1,1,0,0,0,1,0,0
1,30,13,1,5,1,1,0,0,0.5,1,0,0
0,46,11,0,7,1,1,0,0,1,0.5,0,0
1,27,14,0,10,0,0,1,0,1,0.5,1,1
0,60,14,0,4,1,1,0,0,0,1,0,0
0,31,13,0,8,0,0,1,0,1,0.5,1,1
0,46,12,0,NA,1,NA,0,0,0.5,1,0,NA
1,53,14,0,6,0,0,0,0,0.5,0,1,1
0,37,8,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,63,14,0,4,NA,1,0,0,0.5,0.5,NA,0
1,58,13,0,8,0,NA,0,0,1,0.5,1,NA
0,32,13,0,8,1,0,0,0,1,1,0,1
1,54,13,0,5,1,1,1,0,1,1,0,0
1,18,9,1,5,NA,1,0,0,1,1,NA,0
0,48,11,0,8,0,0,0,0,1,1,1,1
1,55,11,0,8,0,0,0,1,1,1,1,1
0,50,14,0,2,1,1,0,0,0.5,0.5,0,0
0,66,12,0,8,NA,NA,0,0,0.25,0,NA,NA
0,46,11,0,1,1,1,0,0,0.5,0.5,0,0
