male,age,education,unemployed,ideology,left2012,left2016,eco_issue,imm_issue,iv_immigration,iv_economy,right2012,right2016
0,35,9,0,5,NA,1,0,0,0.5,0.5,NA,0
1,28,9,0,9,0,0,0,1,1,0.5,1,1
0,42,11,0,4,1,NA,0,0,0.75,1,0,NA
1,39,8,0,6,NA,NA,0,0,0.5,1,NA,NA
0,63,10,0,10,1,1,1,0,1,1,0,0
1,56,10,0,6,0,0,0,0,0.75,1,1,1
1,58,14,0,1,1,1,0,0,0.25,1,0,0
0,22,13,0,5,0,1,0,0,0.5,1,1,0
0,42,8,1,7,NA,NA,0,0,0.75,0.5,NA,NA
0,62,15,0,5,0,NA,1,0,0.25,0.5,1,NA
1,23,13,0,4,NA,NA,0,0,0.25,0.5,NA,NA
0,45,14,0,0,1,1,0,0,0,1,0,0
0,49,11,0,5,0,0,0,0,1,0.5,1,1
1,44,16,0,8,NA,0,1,0,0.75,0.5,NA,1
1,54,13,0,3,1,1,0,0,1,1,0,0
1,76,14,0,5,1,1,0,0,0.5,0.5,0,0
0,42,14,0,7,0,0,0,0,0.5,0.5,1,1
0,55,10,0,10,1,1,0,0,1,1,0,0
0,55,10,0,NA,1,0,0,0,1,0.5,0,1
0,71,10,0,5,NA,NA,0,0,0.75,0.5,NA,NA
1,26,7,0,1,NA,NA,0,0,0.25,0.5,NA,NA
0,71,9,0,10,0,0,0,0,1,0.5,1,1
1,31,12,0,6,0,NA,0,0,0.5,0.5,1,NA
0,55,11,0,5,0,0,1,0,1,0.5,1,1
0,40,9,0,8,NA,0,0,0,0.5,0.5,NA,1
1,60,14,0,NA,0,NA,0,0,0.5,0.5,1,NA
0,45,14,0,5,1,NA,0,0,0.5,0.5,0,NA
0,62,10,0,4,1,1,1,0,0,1,0,0
0,34,15,0,5,1,NA,0,0,0.5,0.5,0,NA
1,45,13,0,5,1,1,1,0,0.75,0.5,0,0
0,28,14,0,8,1,1,0,0,0.75,1,0,0
0,55,14,0,9,0,0,1,0,1,0.5,1,1
0,48,13,0,3,1,1,1,0,0.25,1,0,0
0,59,14,0,1,1,1,0,0,0,1,0,0
1,30,7,0,4,1,1,0,0,0.75,1,0,0
1,61,10,0,5,NA,NA,0,0,1,1,NA,NA
1,51,13,0,10,0,0,0,0,0.75,0.5,1,1
0,25,13,0,0,1,1,0,0,0.25,1,0,0
0,47,6,0,8,NA,NA,0,0,1,1,NA,NA
1,NA,12,0,9,0,NA,0,0,1,0,1,NA
0,66,14,0,9,1,1,0,0,1,1,0,0
0,26,13,0,4,NA,NA,0,0,0.5,0.5,NA,NA
0,30,9,1,1,NA,NA,1,0,0.5,0.5,NA,NA
1,66,16,0,5,0,1,0,0,0.5,1,1,0
0,74,9,0,5,0,NA,0,0,1,1,1,NA
0,69,11,0,6,1,NA,0,0,1,1,0,NA
0,71,14,0,3,1,1,0,0,0.5,0.5,0,0
0,43,10,0,5,NA,NA,0,0,0.75,0.5,NA,NA
0,20,7,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,26,13,0,9,0,0,0,0,0.5,0,1,1
0,64,12,0,5,1,0,1,0,1,1,0,1
0,27,13,0,2,1,NA,0,0,0.25,0.5,0,NA
0,54,9,0,5,1,NA,1,0,1,1,0,NA
0,NA,13,0,1,NA,NA,0,0,0.75,1,NA,NA
0,41,10,0,NA,0,0,0,0,0.75,1,1,1
1,27,13,0,4,0,0,1,0,0.5,0.5,1,1
0,58,10,1,9,0,0,0,0,1,1,1,1
1,32,15,1,2,1,1,0,0,0.5,1,0,0
0,NA,15,0,3,1,1,0,0,0,0.5,0,0
1,41,10,1,10,NA,1,0,0,0.5,1,NA,0
0,28,14,0,4,1,1,0,0,0.75,1,0,0
0,59,13,0,6,1,1,0,0,0.5,0,0,0
1,21,10,0,5,NA,NA,0,0,0,1,NA,NA
0,36,10,0,8,0,0,0,0,0.5,1,1,1
0,45,13,1,5,0,1,0,0,1,1,1,0
1,21,9,0,9,NA,0,0,0,0.5,0.5,NA,1
1,64,13,0,0,1,1,0,0,0.5,1,0,0
0,NA,10,0,5,1,1,0,0,0.75,1,0,0
1,61,14,0,7,0,0,0,0,1,1,1,1
0,36,10,1,7,NA,NA,1,0,0.25,1,NA,NA
1,46,10,1,5,NA,1,0,0,0.5,0.5,NA,0
0,29,10,0,10,0,0,0,0,1,1,1,1
0,61,10,0,6,1,1,1,0,1,1,0,0
0,49,14,0,5,0,1,0,0,0.5,1,1,0
1,65,9,0,9,1,1,1,0,0.75,1,0,0
1,41,10,1,NA,0,NA,1,0,0.5,1,1,NA
1,72,10,0,8,0,0,0,1,1,1,1,1
0,71,14,0,4,1,1,0,0,0,1,0,0
1,51,11,0,7,0,0,0,0,1,1,1,1
1,58,10,0,10,1,0,1,0,1,1,0,1
1,33,11,0,8,NA,NA,0,0,0.5,0.5,NA,NA
0,66,9,0,9,NA,0,0,0,1,1,NA,1
1,62,10,0,5,1,1,1,0,0.5,1,0,0
1,33,11,0,5,NA,NA,0,0,0.5,1,NA,NA
0,39,14,0,5,0,0,1,0,0.75,1,1,1
0,20,13,0,5,NA,1,0,0,0,0,NA,0
0,NA,14,0,NA,NA,NA,0,0,0.75,0,NA,NA
1,60,10,0,5,0,0,0,0,0.5,0.5,1,1
0,77,16,0,5,1,NA,0,0,0.25,1,0,NA
1,48,10,0,6,0,0,0,0,0.75,0.5,1,1
0,30,14,0,1,1,1,1,0,0,1,0,0
0,35,14,0,8,1,1,0,0,0.5,1,0,0
1,49,13,0,3,1,1,0,0,0.25,0.5,0,0
1,21,9,0,5,NA,1,1,0,0.5,1,NA,0
1,23,9,0,5,NA,NA,0,0,0.75,1,NA,NA
0,35,7,1,6,1,NA,1,0,0.5,1,0,NA
0,40,10,0,9,NA,NA,0,0,0.5,0.5,NA,NA
1,50,13,0,5,0,NA,1,0,0.25,0.5,1,NA
0,59,13,0,9,0,0,0,0,1,0.5,1,1
0,26,14,0,7,1,1,1,0,0.25,1,0,0
0,29,14,0,6,NA,0,0,0,0.5,1,NA,1
1,NA,13,0,8,NA,0,0,0,1,0,NA,1
0,19,7,0,5,NA,NA,0,0,0.5,0.5,NA,NA
0,38,8,1,5,1,1,0,0,0.5,1,0,0
1,56,14,0,5,NA,NA,0,0,0.5,0,NA,NA
1,32,6,0,9,NA,NA,0,0,0.5,0.5,NA,NA
0,30,11,0,5,NA,1,0,0,1,1,NA,0
0,39,14,0,8,NA,NA,0,0,0.5,1,NA,NA
0,47,13,0,1,1,1,0,0,0,1,0,0
0,18,5,1,5,NA,NA,1,0,1,1,NA,NA
0,61,12,0,4,1,NA,1,0,0.5,1,0,NA
0,55,10,0,8,0,0,0,0,0.5,0.5,1,1
1,37,14,0,9,0,0,0,0,0.25,0.5,1,1
1,76,12,0,8,0,NA,0,0,0.75,0.5,1,NA
0,62,11,0,5,0,NA,1,0,0.75,1,1,NA
1,55,14,1,5,1,1,1,0,0,0.5,0,0
1,28,12,1,5,1,1,0,0,0.5,0.5,0,0
0,70,13,0,8,0,0,0,0,0.75,1,1,1
0,43,14,0,3,1,1,0,0,0.5,1,0,0
0,52,14,0,2,1,1,1,0,0.25,1,0,0
0,18,8,0,5,NA,NA,0,0,0.5,1,NA,NA
0,41,15,0,4,1,1,0,0,0.5,NA,0,0
1,66,14,0,4,1,1,0,0,0.75,0.5,0,0
0,33,13,0,10,0,0,1,0,0.5,1,1,1
1,51,13,0,5,1,1,1,0,0.5,1,0,0
0,77,10,0,10,0,0,0,0,0.75,1,1,1
0,46,11,0,6,0,0,1,0,1,0.5,1,1
1,61,9,0,10,0,0,0,1,1,1,1,1
0,33,10,0,8,NA,NA,0,0,0.5,0.5,NA,NA
0,64,13,0,4,1,1,0,0,1,1,0,0
1,63,10,0,6,1,1,0,1,0.5,0.5,0,0
1,55,11,0,5,1,0,0,1,1,1,0,1
0,45,14,0,5,1,1,0,0,0.5,1,0,0
1,59,13,0,1,1,1,1,0,0.25,0.5,0,0
0,56,13,0,5,1,NA,0,0,0.5,0.5,0,NA
1,63,10,0,5,0,NA,0,0,1,1,1,NA
1,42,12,0,2,1,1,0,0,0.5,0.5,0,0
1,47,9,0,7,NA,0,1,0,1,1,NA,1
1,63,9,0,9,1,1,0,0,0.5,1,0,0
1,57,10,1,3,1,1,0,0,0.25,1,0,0
0,NA,13,0,5,0,0,0,0,0.5,0.5,1,1
0,76,2,0,4,1,1,0,0,0.25,1,0,0
0,63,10,0,9,0,0,0,0,0.75,0.5,1,1
0,29,13,0,8,0,NA,0,0,0.75,0.5,1,NA
1,49,10,0,2,NA,NA,0,0,0.5,1,NA,NA
0,23,13,0,5,NA,NA,0,0,0.5,1,NA,NA
0,29,13,0,1,1,1,0,0,0.5,1,0,0
1,35,9,0,8,1,0,0,0,1,1,0,1
0,62,10,0,2,1,1,0,0,0.5,1,0,0
1,43,10,0,0,1,1,0,0,0,1,0,0
1,35,16,0,9,0,0,0,1,1,0.5,1,1
1,72,12,0,8,0,0,1,0,1,1,1,1
1,66,8,0,6,1,1,0,0,0.5,1,0,0
1,89,13,0,4,1,1,0,0,0.5,1,0,0
0,24,14,0,5,NA,1,0,0,0.25,0.5,NA,0
0,48,10,0,6,1,1,0,0,0.5,0.5,0,0
0,44,13,0,5,1,1,0,0,0.5,0.5,0,0
0,NA,14,0,5,NA,NA,1,0,0.25,0,NA,NA
0,23,13,0,4,1,1,1,0,0.5,1,0,0
1,59,9,0,9,1,NA,0,0,0.75,1,0,NA
0,48,13,0,7,1,0,0,0,0.75,0.5,0,1
0,58,16,0,3,1,1,0,0,0,0.5,0,0
1,76,13,0,6,0,0,1,0,1,0.5,1,1
0,67,7,0,10,NA,NA,1,0,1,1,NA,NA
1,24,12,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,70,10,0,5,0,0,0,0,0.5,0.5,1,1
0,33,13,0,3,NA,1,0,0,0.5,1,NA,0
1,27,13,0,7,0,0,0,0,0.5,0,1,1
1,67,10,0,6,1,1,0,0,1,1,0,0
0,65,13,0,3,1,1,1,0,0.5,1,0,0
0,68,10,0,8,1,1,0,0,1,1,0,0
0,57,13,0,5,1,0,0,0,1,1,0,1
1,46,11,0,6,1,0,0,0,0.5,0.5,0,1
1,58,14,1,5,NA,NA,0,0,0.75,0.5,NA,NA
1,63,14,0,3,1,1,0,0,0.5,1,0,0
1,77,14,0,8,0,0,0,0,0.5,0.5,1,1
1,19,12,0,4,NA,NA,0,0,0.25,0.5,NA,NA
1,36,13,0,10,NA,NA,1,0,1,1,NA,NA
1,56,14,0,3,NA,1,0,0,0.5,1,NA,0
1,43,10,1,5,1,1,1,0,0.5,1,0,0
0,58,13,1,6,1,1,0,0,1,1,0,0
0,67,9,0,5,0,1,0,0,0.25,1,1,0
1,57,10,0,8,0,0,1,0,0.75,0.5,1,1
1,53,13,0,8,0,0,0,1,1,0.5,1,1
0,33,10,0,6,NA,NA,0,0,0.5,0.5,NA,NA
1,75,14,0,1,0,1,0,0,0,1,1,0
1,79,14,0,2,1,1,0,0,0,0.5,0,0
1,59,14,0,4,NA,NA,1,0,0.5,0.5,NA,NA
0,58,14,0,10,0,0,0,1,1,0,1,1
1,34,10,0,2,0,1,0,0,0.5,0.5,1,0
1,53,11,1,6,0,NA,0,0,0.75,1,1,NA
0,31,13,0,7,1,1,1,0,0.5,0.5,0,0
1,41,14,0,5,0,0,0,1,0.5,0,1,1
0,54,16,0,8,1,1,0,0,0.5,1,0,0
0,64,9,0,6,1,1,0,0,0.75,0.5,0,0
0,52,10,0,2,1,1,0,0,0.5,1,0,0
1,32,13,0,2,1,1,0,0,1,1,0,0
1,66,13,0,7,0,0,1,0,0.75,1,1,1
1,68,12,0,8,0,0,0,1,1,1,1,1
1,46,10,0,2,1,NA,1,0,0.5,1,0,NA
1,23,13,0,6,0,0,0,0,0.5,0.5,1,1
1,58,7,0,10,0,0,0,1,0.5,1,1,1
0,40,11,0,8,1,1,1,0,0.75,1,0,0
0,81,7,0,5,1,0,0,0,0,1,0,1
0,37,14,0,8,0,0,0,0,0.5,1,1,1
0,51,11,0,5,1,1,0,0,1,1,0,0
1,50,13,0,3,1,1,0,0,0.5,1,0,0
0,25,14,0,2,1,NA,0,0,1,1,0,NA
1,41,14,0,6,NA,NA,0,0,0.5,1,NA,NA
0,55,12,0,8,0,0,0,0,0.75,0.5,1,1
1,70,9,0,0,1,NA,0,0,0.25,1,0,NA
0,55,9,0,5,0,0,1,0,0.5,1,1,1
0,20,10,0,8,NA,0,0,1,0.75,0.5,NA,1
1,62,11,0,NA,0,0,0,0,1,0.5,1,1
1,72,9,0,7,0,0,1,0,1,1,1,1
0,53,12,0,5,1,1,0,0,0.75,1,0,0
1,53,9,0,8,0,0,1,0,0.5,0.5,1,1
1,79,13,0,5,0,0,1,0,1,0.5,1,1
1,40,9,0,4,NA,NA,0,0,0.5,1,NA,NA
0,68,8,0,7,NA,1,0,0,0.75,1,NA,0
1,31,14,0,4,1,1,0,0,0.5,0.5,0,0
0,38,10,0,10,NA,NA,0,0,0.5,1,NA,NA
0,57,7,0,10,1,1,0,0,1,1,0,0
0,32,12,0,7,NA,0,0,0,0.75,0,NA,1
0,76,14,0,2,1,1,0,0,0.5,0.5,0,0
1,51,15,0,2,1,1,0,0,0.5,0,0,0
0,59,13,0,5,0,0,1,0,1,0.5,1,1
0,38,9,0,7,1,1,0,0,0.25,0.5,0,0
1,75,9,0,3,1,NA,1,0,0.5,1,0,NA
1,68,8,0,0,NA,NA,0,0,0.25,0.5,NA,NA
1,77,8,0,8,0,NA,0,0,0.75,0.5,1,NA
1,27,10,0,10,NA,NA,0,0,0.5,1,NA,NA
1,42,14,0,4,1,1,0,0,0.5,0,0,0
1,64,13,0,7,0,0,0,0,0.5,0.5,1,1
0,78,9,0,4,1,1,0,0,0.25,0.5,0,0
1,67,13,0,3,1,1,0,0,0.25,0.5,0,0
1,42,13,0,5,NA,NA,0,0,0,0.5,NA,NA
0,52,13,0,9,0,0,0,0,0.5,0.5,1,1
0,51,9,0,5,NA,NA,0,0,0.5,1,NA,NA
0,24,10,0,10,NA,0,0,0,1,1,NA,1
0,78,13,0,2,1,1,0,0,0.5,0.5,0,0
1,65,13,0,3,1,1,0,0,0.5,0.5,0,0
0,58,12,0,8,0,0,1,0,0.75,1,1,1
0,88,9,0,4,1,1,0,0,0.5,0.5,0,0
0,34,14,0,1,1,1,1,0,0.5,0.5,0,0
0,33,12,1,5,1,NA,0,0,0.75,0.5,0,NA
0,72,10,0,5,0,0,0,0,1,0.5,1,1
1,60,8,0,NA,NA,NA,0,0,0.25,1,NA,NA
0,35,10,0,8,0,0,0,0,1,1,1,1
0,47,13,0,4,1,1,0,0,0.75,1,0,0
1,68,13,0,1,1,1,0,0,0.25,1,0,0
0,43,13,0,6,0,0,0,0,1,0.5,1,1
0,60,10,0,9,NA,0,0,0,1,1,NA,1
0,40,13,0,10,0,0,0,0,1,1,1,1
0,60,14,0,3,1,1,0,0,0.5,0.5,0,0
1,32,13,0,7,0,0,0,0,0.25,0,1,1
0,43,13,0,8,NA,0,1,0,1,0,NA,1
1,25,13,0,4,NA,1,0,0,0.5,1,NA,0
0,63,10,0,5,0,NA,1,0,1,1,1,NA
1,66,10,0,5,0,1,0,0,0.5,1,1,0
0,80,12,0,2,1,1,1,0,0.25,1,0,0
0,56,10,1,3,1,1,1,0,0.25,1,0,0
0,58,12,0,6,NA,0,0,0,1,1,NA,1
1,61,10,0,4,0,0,1,0,1,0.5,1,1
1,29,11,0,5,1,NA,0,0,0.75,1,0,NA
0,74,14,0,2,1,1,0,0,0.25,1,0,0
0,73,10,0,5,1,NA,0,0,0.5,1,0,NA
1,44,12,0,5,NA,NA,1,0,0.5,1,NA,NA
0,68,9,0,5,NA,NA,0,0,0.5,1,NA,NA
0,39,9,0,10,NA,0,0,0,0.75,1,NA,1
1,34,8,0,5,NA,0,0,0,0.5,1,NA,1
0,47,13,0,5,NA,0,0,0,1,0.5,NA,1
0,67,9,0,5,NA,NA,0,0,0.25,1,NA,NA
0,49,16,0,2,1,NA,0,0,0.5,0.5,0,NA
0,76,12,0,8,0,NA,0,0,1,0.5,1,NA
1,53,8,0,3,1,1,1,0,1,1,0,0
1,76,9,0,4,1,1,0,0,0.75,1,0,0
1,68,14,0,3,1,1,0,0,0.5,0.5,0,0
1,67,16,0,5,1,0,0,0,1,0.5,0,1
0,60,9,0,5,1,NA,0,0,0.5,1,0,NA
1,71,13,0,8,0,0,0,0,0.5,1,1,1
0,71,10,0,5,0,0,0,0,1,0,1,1
1,59,8,0,10,1,1,0,0,0.25,1,0,0
0,47,13,0,8,0,0,0,1,0.5,1,1,1
0,76,14,0,8,1,0,0,0,1,1,0,1
0,51,12,0,6,1,NA,0,0,1,1,0,NA
1,63,11,0,5,0,NA,1,0,1,1,1,NA
1,20,9,0,10,NA,NA,0,0,0.5,1,NA,NA
1,31,11,0,5,1,NA,0,0,0.75,1,0,NA
0,39,13,0,8,0,0,0,0,0.75,0.5,1,1
0,52,11,0,10,1,1,0,0,0.5,1,0,0
0,57,14,0,5,1,1,0,0,0.5,1,0,0
0,79,13,0,8,0,0,0,0,1,1,1,1
0,58,12,0,5,1,1,0,0,1,1,0,0
0,80,10,0,10,0,0,1,0,0.75,0.5,1,1
1,62,9,0,5,NA,NA,0,0,0.25,1,NA,NA
0,60,NA,1,0,NA,NA,0,0,1,0,NA,NA
1,77,13,0,8,0,0,1,0,0.75,0.5,1,1
0,77,9,0,7,0,0,0,0,1,0.5,1,1
1,32,13,0,6,NA,0,1,0,0.25,0.5,NA,1
0,63,13,0,8,0,0,0,0,1,1,1,1
0,66,13,1,5,NA,0,0,1,1,1,NA,1
0,82,15,0,5,NA,0,0,0,1,1,NA,1
0,59,13,0,5,1,NA,1,0,1,1,0,NA
1,49,8,1,6,1,1,0,0,0.5,1,0,0
1,48,13,0,5,1,NA,0,1,0.75,1,0,NA
0,64,10,0,5,0,1,0,0,1,1,1,0
0,45,13,0,3,1,NA,0,0,1,1,0,NA
1,NA,13,0,9,0,0,0,0,1,0.5,1,1
0,60,13,0,2,1,1,0,0,0.5,0.5,0,0
1,47,9,0,5,1,1,0,0,0.5,1,0,0
0,26,10,0,5,1,NA,0,0,0.75,0.5,0,NA
1,51,14,0,6,0,1,1,0,0.25,0.5,1,0
1,37,14,0,2,1,1,0,0,0.25,0.5,0,0
0,66,9,0,8,0,1,0,0,1,1,1,0
0,46,9,0,10,NA,1,0,0,1,1,NA,0
0,32,10,0,3,NA,NA,0,0,1,0,NA,NA
0,52,11,0,6,0,NA,0,0,0.75,1,1,NA
0,39,10,0,5,1,0,1,0,0.5,1,0,1
0,58,10,0,5,NA,0,0,0,0.5,1,NA,1
1,59,9,0,5,1,NA,0,0,1,1,0,NA
1,69,9,0,4,1,NA,0,0,0.5,1,0,NA
1,69,10,0,10,0,NA,0,0,0.75,1,1,NA
0,18,10,0,4,NA,NA,0,0,0.5,0,NA,NA
1,69,10,0,6,1,NA,0,0,1,1,0,NA
0,26,10,0,4,NA,NA,0,0,0.25,1,NA,NA
1,19,10,0,8,NA,1,0,0,0.5,1,NA,0
1,49,13,0,10,0,NA,1,0,0.5,0.5,1,NA
0,56,15,0,3,1,1,0,0,0,1,0,0
1,75,3,0,6,1,NA,0,0,0.5,1,0,NA
0,32,9,0,10,NA,1,0,0,0.5,1,NA,0
0,61,15,0,9,0,0,0,0,1,0,1,1
0,68,14,0,5,1,1,1,0,0.5,0.5,0,0
1,43,11,0,2,NA,NA,0,0,0.75,1,NA,NA
0,46,9,0,5,NA,0,0,0,1,1,NA,1
0,26,12,0,7,1,1,0,0,0.75,0.5,0,0
1,47,10,0,5,NA,NA,0,0,0.5,1,NA,NA
1,40,11,0,5,0,0,1,0,0.5,1,1,1
0,37,14,0,4,0,0,0,0,0.5,1,1,1
1,58,7,0,5,NA,NA,0,0,0,0.5,NA,NA
0,59,13,0,7,NA,0,0,0,0.75,0.5,NA,1
1,44,9,0,5,NA,NA,0,0,0.75,0,NA,NA
0,54,13,0,5,1,1,0,0,0.25,1,0,0
1,65,9,0,10,0,NA,0,0,1,1,1,NA
1,39,9,0,8,NA,1,0,0,0.25,1,NA,0
0,43,14,0,7,0,0,0,0,1,1,1,1
0,20,9,0,5,NA,NA,0,0,0.5,0.5,NA,NA
1,26,13,0,2,NA,NA,0,0,0.25,1,NA,NA
0,59,9,0,0,1,1,0,0,0.5,1,0,0
1,24,11,0,5,NA,NA,0,0,0.5,1,NA,NA
0,30,10,0,6,1,NA,0,0,0,1,0,NA
0,58,12,0,5,1,0,0,1,1,0,0,1
0,78,10,0,10,0,0,0,1,0.5,0.5,1,1
0,47,13,0,5,0,NA,0,0,0.5,1,1,NA
1,55,9,0,5,1,1,0,0,1,1,0,0
0,41,14,0,1,1,1,0,0,0,1,0,0
0,39,9,0,9,1,1,0,0,0.5,1,0,0
1,59,10,0,5,1,NA,0,0,0.75,1,0,NA
1,48,13,0,6,0,0,0,0,0.75,0.5,1,1
1,53,9,0,6,NA,NA,0,0,1,1,NA,NA
0,41,7,0,2,NA,NA,0,0,1,1,NA,NA
1,48,13,0,7,0,NA,0,0,0.5,0,1,NA
1,80,9,0,8,0,0,0,0,1,1,1,1
1,53,10,0,5,1,1,0,0,1,1,0,0
1,30,10,0,0,1,1,0,0,0.5,1,0,0
1,60,16,0,4,1,1,0,0,0.5,0.5,0,0
1,72,14,0,8,0,0,1,0,0.5,1,1,1
1,NA,9,0,NA,1,0,0,1,1,1,0,1
0,29,10,0,5,NA,NA,0,0,0.25,1,NA,NA
0,68,11,0,9,0,0,0,1,1,1,1,1
1,31,12,0,6,0,0,0,0,0.5,NA,1,1
0,32,11,0,3,1,NA,0,0,0.25,1,0,NA
1,35,12,0,5,0,NA,1,0,0.5,1,1,NA
0,43,13,0,5,1,1,0,0,0.5,0.5,0,0
0,31,10,0,8,0,NA,0,1,1,0.5,1,NA
1,54,13,0,5,1,0,0,0,0.75,1,0,1
0,22,9,0,5,NA,0,0,0,1,0.5,NA,1
1,65,13,0,3,1,1,0,0,0,1,0,0
1,28,13,0,1,1,1,1,0,0.5,1,0,0
1,50,9,0,6,NA,NA,0,0,0.5,1,NA,NA
0,21,10,0,8,1,1,0,0,0.25,1,0,0
0,63,10,0,2,0,0,0,0,1,0,1,1
0,66,9,0,10,0,0,1,0,0.5,1,1,1
1,42,9,0,NA,1,NA,0,0,0.75,1,0,NA
1,19,9,0,3,NA,1,0,0,0.5,1,NA,0
0,59,13,0,6,1,NA,0,0,0.25,0.5,0,NA
1,34,13,0,4,1,1,1,0,0.5,0.5,0,0
1,27,10,0,5,NA,NA,0,0,1,1,NA,NA
1,23,13,0,6,1,1,0,0,0.5,0.5,0,0
1,49,10,0,7,0,0,0,0,0.5,0.5,1,1
1,65,15,0,4,1,1,0,0,0.75,1,0,0
0,33,14,0,1,1,1,0,0,0.5,0.5,0,0
0,58,10,0,5,1,1,0,1,1,1,0,0
0,59,10,0,6,1,0,0,0,0.75,0.5,0,1
1,NA,10,0,5,1,1,0,1,1,0.5,0,0
0,44,14,0,5,1,1,0,0,0,0.5,0,0
1,38,11,0,0,NA,NA,1,0,0.5,0.5,NA,NA
1,65,13,0,4,1,1,0,0,0.5,1,0,0
0,56,9,0,9,0,0,0,0,0.5,1,1,1
1,45,9,0,5,1,NA,0,0,0.5,1,0,NA
0,67,16,0,9,NA,0,0,0,0.75,0.5,NA,1
0,58,13,0,5,1,1,0,0,0.25,1,0,0
1,66,10,0,5,0,1,0,0,0.5,1,1,0
0,37,4,0,10,1,1,0,0,0.75,1,0,0
1,27,11,0,9,0,0,1,0,0.75,0.5,1,1
0,30,10,0,5,1,1,0,0,0.25,1,0,0
1,26,13,0,1,1,1,0,0,0,1,0,0
0,40,14,0,5,0,1,0,0,0.5,0.5,1,0
1,63,10,0,1,1,1,0,0,0.5,1,0,0
0,67,11,0,6,0,0,0,1,1,1,1,1
0,38,14,0,6,0,0,0,0,0.5,1,1,1
1,59,13,1,4,1,NA,0,0,0.5,1,0,NA
0,86,7,0,NA,1,NA,0,0,0.75,0.5,0,NA
0,45,11,0,10,0,0,0,0,0.25,0.5,1,1
0,NA,11,0,6,0,0,0,0,1,0.5,1,1
1,63,10,0,10,NA,1,0,0,0.5,1,NA,0
0,66,12,0,9,1,NA,0,0,1,1,0,NA
0,41,13,0,6,0,0,0,0,0.5,0.5,1,1
0,46,10,0,5,NA,NA,0,0,0.5,1,NA,NA
1,48,13,0,6,0,1,0,0,0.75,0.5,1,0
1,65,11,0,5,NA,NA,0,0,1,1,NA,NA
0,73,12,0,8,0,0,1,0,0.75,1,1,1
1,55,6,0,5,NA,NA,0,0,0.75,1,NA,NA
0,26,10,0,10,NA,NA,0,0,0.75,0.5,NA,NA
0,47,12,1,5,0,0,1,0,1,1,1,1
1,69,13,0,7,0,0,0,0,0.5,0.5,1,1
0,41,12,0,10,1,1,1,0,0,1,0,0
1,54,13,0,9,0,0,0,0,1,1,1,1
1,52,9,0,8,0,0,0,0,0.75,0,1,1
0,50,10,0,5,1,1,0,0,0.5,0.5,0,0
0,56,14,0,6,0,0,0,0,1,1,1,1
1,70,14,0,2,1,1,0,0,0.25,0.5,0,0
0,46,9,0,5,1,NA,0,0,0.5,1,0,NA
0,34,12,0,7,0,0,0,0,1,0.5,1,1
1,73,13,0,2,0,0,0,0,0.75,1,1,1
1,60,13,0,5,1,1,0,0,0.75,1,0,0
0,58,9,0,2,0,0,0,1,1,0.5,1,1
1,23,9,0,4,NA,1,0,0,0.5,1,NA,0
1,29,9,0,5,1,NA,0,0,0.5,0.5,0,NA
0,31,10,0,7,NA,0,1,0,1,1,NA,1
1,44,13,0,5,0,NA,0,0,0.5,0.5,1,NA
1,20,9,0,6,NA,NA,0,0,0.5,1,NA,NA
1,61,10,0,6,0,0,0,0,1,1,1,1
0,62,10,0,NA,0,NA,0,0,0.5,0.5,1,NA
0,35,9,0,6,NA,NA,0,0,0.5,1,NA,NA
0,60,15,0,7,0,0,0,0,1,0.5,1,1
1,58,9,0,10,0,0,0,0,1,1,1,1
0,37,10,0,5,NA,NA,0,0,0.5,1,NA,NA
0,40,13,0,4,NA,1,0,0,0.5,0.5,NA,0
1,43,14,0,5,NA,1,0,0,0.5,0.5,NA,0
0,61,10,0,5,0,0,0,0,0.5,1,1,1
0,56,14,0,3,1,1,0,0,0.5,0.5,0,0
0,31,13,0,3,NA,1,0,0,0.75,0.5,NA,0
1,18,10,0,6,NA,0,0,0,0.5,0.5,NA,1
0,36,13,0,9,0,NA,0,0,0.5,0.5,1,NA
1,26,10,0,5,1,1,0,0,0.75,1,0,0
0,59,13,0,4,NA,NA,0,0,0.5,0.5,NA,NA
1,59,9,0,1,1,1,0,0,0.5,1,0,0
0,37,9,0,5,NA,1,0,0,0.5,0.5,NA,0
0,32,10,0,5,1,1,0,0,0.5,0,0,0
1,20,10,0,0,NA,1,1,0,0.5,1,NA,0
0,90,13,0,9,0,0,1,0,1,1,1,1
0,46,16,0,6,0,0,1,0,0.5,1,1,1
0,58,9,0,5,1,1,0,0,0.75,1,0,0
0,73,10,0,10,0,0,0,0,0.75,0.5,1,1
0,39,13,0,7,0,0,0,0,0.5,1,1,1
0,22,13,0,6,NA,1,0,0,0.75,0.5,NA,0
1,40,11,0,6,NA,0,0,0,0.75,1,NA,1
1,67,9,0,8,1,1,0,0,0.5,1,0,0
1,23,9,0,10,1,NA,0,0,0.5,0.5,0,NA
0,27,11,0,10,NA,1,0,0,1,1,NA,0
1,27,9,0,6,NA,NA,0,0,0.5,1,NA,NA
0,55,14,0,5,1,1,0,0,0.5,1,0,0
1,51,13,0,5,0,NA,0,0,0.5,0.5,1,NA
0,68,9,0,5,1,NA,0,0,0.5,1,0,NA
0,36,12,0,8,1,1,0,0,0.75,1,0,0
